Age,Gender,Education,HomeOwnership,Intent,Income,YearsExperience,LoanAmount,InterestRate,PercentIncome,CreditScore,YearsCreditHistory,PreviousLoanDefault,LoanApproved
37,male,High School,MORTGAGE,PERSONAL,175346,17,11375,10.99,0.06,571,11,No,1
42,male,Associate,MORTGAGE,VENTURE,151217,22,35000,7.9,0.23,675,17,No,0
40,female,High School,RENT,HOMEIMPROVEMENT,40615,19,13775,12.98,0.34,685,11,No,1
37,male,Bachelor,RENT,VENTURE,937126,14,7500,12.18,0.01,692,13,Yes,0
37,female,Bachelor,RENT,EDUCATION,106582,18,25000,19.66,0.23,750,15,No,1
40,female,Associate,MORTGAGE,EDUCATION,84922,13,18000,7.9,0.21,727,14,No,0
40,female,High School,MORTGAGE,VENTURE,280587,14,15000,11.83,0.05,618,12,Yes,0
49,male,High School,MORTGAGE,PERSONAL,92822,26,15000,14.84,0.16,668,11,No,0
43,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,480837,21,28000,9.91,0.06,702,11,Yes,0
40,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,151146,17,10200,7.49,0.07,721,14,No,0
41,female,Master,RENT,MEDICAL,51551,17,5000,7.49,0.1,646,12,Yes,0
36,male,Doctorate,MORTGAGE,EDUCATION,62501,17,4775,11.14,0.08,699,11,Yes,0
38,female,Associate,RENT,DEBTCONSOLIDATION,36995,15,8000,11.01,0.22,665,12,Yes,0
47,female,Master,MORTGAGE,DEBTCONSOLIDATION,63234,24,12000,7.29,0.19,513,13,Yes,0
43,male,Master,MORTGAGE,DEBTCONSOLIDATION,67442,21,10000,6.03,0.15,658,11,Yes,0
42,female,Master,MORTGAGE,VENTURE,94822,21,20000,10.99,0.21,721,12,No,0
42,male,Bachelor,MORTGAGE,EDUCATION,121124,20,5000,14.26,0.04,634,12,Yes,0
37,male,Bachelor,RENT,HOMEIMPROVEMENT,88421,18,11500,12.21,0.13,707,13,No,0
37,female,High School,RENT,EDUCATION,76772,12,14900,9.63,0.19,630,17,Yes,0
41,male,High School,MORTGAGE,HOMEIMPROVEMENT,65893,15,5000,13.23,0.08,599,12,No,1
38,male,Associate,MORTGAGE,DEBTCONSOLIDATION,80358,15,5000,12.92,0.06,643,16,No,1
43,male,Bachelor,RENT,DEBTCONSOLIDATION,66705,22,11750,10.99,0.18,692,16,Yes,0
42,female,Associate,OWN,EDUCATION,58876,19,3500,14.35,0.06,564,17,Yes,0
40,male,Master,RENT,HOMEIMPROVEMENT,114916,17,17000,10.0,0.15,704,12,No,0
44,female,Associate,RENT,PERSONAL,75908,20,10000,16.82,0.13,697,15,No,1
40,female,Associate,RENT,DEBTCONSOLIDATION,56680,14,20000,14.61,0.35,540,13,No,1
38,male,High School,RENT,EDUCATION,74399,18,1000,9.45,0.01,681,12,No,0
47,female,Associate,RENT,MEDICAL,63675,26,6000,10.99,0.09,658,14,Yes,0
41,male,Associate,RENT,VENTURE,120926,19,12000,10.74,0.1,587,12,Yes,0
45,male,Associate,MORTGAGE,VENTURE,143857,23,5000,11.49,0.03,718,13,Yes,0
43,female,Doctorate,RENT,MEDICAL,55997,23,13000,15.7,0.23,617,15,No,1
41,female,High School,RENT,MEDICAL,46963,20,8875,19.03,0.19,698,11,Yes,0
42,female,Associate,MORTGAGE,DEBTCONSOLIDATION,38544,22,7200,11.99,0.19,734,16,No,0
48,male,Associate,MORTGAGE,VENTURE,72975,24,2500,7.29,0.03,701,13,No,0
41,male,Associate,MORTGAGE,DEBTCONSOLIDATION,124600,20,20000,14.61,0.16,652,16,No,1
40,female,High School,MORTGAGE,EDUCATION,163972,16,21000,9.99,0.13,623,13,Yes,0
36,male,High School,OWN,VENTURE,51319,15,2000,15.62,0.04,613,14,Yes,0
40,female,Associate,RENT,VENTURE,82658,15,7000,7.51,0.08,672,16,Yes,0
38,male,High School,RENT,DEBTCONSOLIDATION,23715,15,6000,15.99,0.25,654,12,No,1
36,male,High School,OWN,HOMEIMPROVEMENT,36178,16,1250,11.83,0.03,643,11,Yes,0
37,male,High School,RENT,VENTURE,16000,16,4000,9.99,0.25,724,13,No,1
36,male,Associate,RENT,HOMEIMPROVEMENT,88307,16,24000,14.09,0.27,699,16,No,1
44,female,High School,MORTGAGE,VENTURE,144912,20,4000,11.01,0.03,699,14,Yes,0
36,female,Master,MORTGAGE,MEDICAL,180825,11,10000,11.01,0.06,695,14,Yes,0
37,male,Bachelor,RENT,VENTURE,61185,15,5000,11.89,0.08,614,12,No,0
37,female,High School,MORTGAGE,PERSONAL,66137,15,8000,11.01,0.12,596,15,Yes,0
42,male,High School,RENT,VENTURE,36995,23,8000,14.96,0.22,727,12,Yes,0
40,male,High School,OWN,MEDICAL,115148,18,5000,10.65,0.04,553,11,Yes,0
39,male,Associate,MORTGAGE,MEDICAL,58602,21,3000,5.42,0.05,663,16,Yes,0
39,male,Bachelor,RENT,VENTURE,29924,18,3000,14.12,0.1,647,12,No,1
37,male,High School,OWN,VENTURE,224131,15,3000,6.39,0.01,695,13,Yes,0
37,female,Bachelor,RENT,MEDICAL,54867,19,7200,9.63,0.13,650,11,Yes,0
36,male,Bachelor,MORTGAGE,VENTURE,97183,13,6000,11.01,0.06,681,14,Yes,0
39,female,Bachelor,RENT,MEDICAL,42877,19,8000,13.22,0.19,527,16,Yes,0
37,female,Bachelor,RENT,EDUCATION,78886,12,9000,6.91,0.11,686,14,Yes,0
37,female,High School,RENT,VENTURE,49105,13,12000,9.91,0.24,676,15,No,0
41,female,High School,RENT,PERSONAL,36718,17,8875,5.42,0.24,609,16,Yes,0
41,male,High School,MORTGAGE,PERSONAL,458692,18,35000,13.49,0.08,676,16,Yes,0
45,male,Associate,MORTGAGE,HOMEIMPROVEMENT,52002,25,7475,13.49,0.14,690,13,No,0
37,male,Master,RENT,HOMEIMPROVEMENT,30726,14,2775,15.65,0.09,736,12,No,1
37,female,Associate,RENT,VENTURE,156931,14,13000,9.88,0.08,619,14,Yes,0
37,male,High School,RENT,HOMEIMPROVEMENT,108958,12,12000,7.51,0.11,653,11,Yes,0
36,male,Associate,MORTGAGE,PERSONAL,41719,13,5000,10.65,0.12,715,15,No,0
50,male,Associate,MORTGAGE,VENTURE,145406,29,5575,15.2,0.04,651,17,No,0
44,male,Doctorate,RENT,MEDICAL,63363,19,10000,14.11,0.16,604,12,No,1
37,female,High School,RENT,VENTURE,70806,14,18200,10.99,0.26,528,17,No,1
42,male,Associate,MORTGAGE,PERSONAL,64118,21,21000,10.38,0.33,687,15,Yes,0
37,male,Associate,RENT,DEBTCONSOLIDATION,30023,16,5000,14.65,0.17,629,15,Yes,0
46,male,Master,OWN,EDUCATION,404281,21,9000,11.49,0.02,673,14,Yes,0
44,male,Associate,OTHER,PERSONAL,100480,23,12000,16.0,0.12,642,12,No,1
36,male,High School,RENT,DEBTCONSOLIDATION,44438,13,2500,9.76,0.06,670,12,Yes,0
41,male,High School,MORTGAGE,EDUCATION,123502,17,8800,11.58,0.07,623,11,Yes,0
40,male,High School,MORTGAGE,MEDICAL,27049,21,1500,11.12,0.06,621,17,Yes,0
38,female,High School,MORTGAGE,VENTURE,94716,16,6250,6.76,0.07,560,16,Yes,0
39,male,High School,MORTGAGE,PERSONAL,61139,16,8000,7.68,0.13,667,11,Yes,0
44,female,Associate,MORTGAGE,HOMEIMPROVEMENT,96947,20,25000,15.33,0.26,721,11,Yes,0
36,male,High School,MORTGAGE,PERSONAL,102734,13,3500,12.69,0.03,539,13,Yes,0
41,female,Bachelor,RENT,MEDICAL,29903,20,4000,16.07,0.13,653,16,No,1
38,female,Associate,MORTGAGE,VENTURE,152069,19,2400,11.01,0.02,613,14,Yes,0
36,male,Master,RENT,PERSONAL,37841,18,8000,14.11,0.21,730,14,No,1
37,male,High School,RENT,DEBTCONSOLIDATION,60571,14,15000,13.22,0.25,633,15,Yes,0
38,male,High School,MORTGAGE,HOMEIMPROVEMENT,36995,13,10000,11.22,0.27,641,14,Yes,0
42,female,High School,RENT,DEBTCONSOLIDATION,39727,18,10000,11.71,0.25,610,14,No,1
36,female,Associate,OWN,HOMEIMPROVEMENT,19094,14,5000,13.92,0.26,646,11,No,1
37,male,Bachelor,RENT,VENTURE,25094,16,5000,11.01,0.2,630,14,Yes,0
36,male,Master,MORTGAGE,DEBTCONSOLIDATION,175029,13,5000,9.62,0.03,688,12,No,0
36,male,High School,MORTGAGE,VENTURE,87508,13,8000,6.92,0.09,686,16,No,0
36,male,High School,RENT,VENTURE,21202,12,1200,13.06,0.06,584,14,Yes,0
36,female,High School,RENT,MEDICAL,83910,13,15600,10.99,0.19,675,12,Yes,0
47,male,Associate,MORTGAGE,HOMEIMPROVEMENT,65551,26,15000,11.71,0.23,613,16,Yes,0
36,male,Associate,RENT,HOMEIMPROVEMENT,72983,9,15000,11.01,0.21,479,12,Yes,0
37,male,Associate,RENT,DEBTCONSOLIDATION,103314,11,35000,8.9,0.34,642,17,No,1
36,male,Bachelor,RENT,MEDICAL,39669,16,5000,10.62,0.13,712,13,No,0
41,male,High School,RENT,VENTURE,68230,20,12800,11.48,0.19,683,12,Yes,0
40,female,Associate,RENT,PERSONAL,88312,13,9975,16.29,0.11,684,17,No,1
37,male,Bachelor,RENT,MEDICAL,32967,16,2000,13.16,0.06,694,12,Yes,0
47,female,High School,MORTGAGE,VENTURE,61094,29,4000,11.01,0.07,685,17,Yes,0
46,female,High School,MORTGAGE,HOMEIMPROVEMENT,73072,22,5000,11.72,0.07,682,13,No,0
44,female,High School,RENT,DEBTCONSOLIDATION,74194,21,11000,16.02,0.15,619,12,No,1
37,male,Associate,RENT,MEDICAL,50996,13,8400,13.49,0.16,702,14,Yes,0
46,male,Associate,RENT,HOMEIMPROVEMENT,87513,23,17000,8.88,0.19,678,14,No,0
36,female,High School,MORTGAGE,MEDICAL,29692,13,1500,9.63,0.05,621,14,Yes,0
39,female,Bachelor,RENT,PERSONAL,91049,18,14400,12.53,0.16,698,15,No,0
41,male,Associate,RENT,EDUCATION,63177,18,5000,12.84,0.08,635,13,No,1
38,female,Associate,RENT,PERSONAL,22647,16,3000,13.23,0.13,656,17,No,1
49,female,Associate,MORTGAGE,MEDICAL,145191,25,12000,10.99,0.08,680,12,No,0
36,male,Associate,RENT,MEDICAL,30022,15,9925,13.06,0.33,697,12,No,1
40,female,Associate,RENT,EDUCATION,67131,17,18000,7.88,0.27,684,14,No,1
40,female,Associate,MORTGAGE,VENTURE,179191,20,5000,6.03,0.03,708,11,Yes,0
39,female,Bachelor,RENT,DEBTCONSOLIDATION,117506,16,3000,9.25,0.03,600,13,Yes,0
40,female,High School,MORTGAGE,DEBTCONSOLIDATION,72498,15,5500,7.14,0.08,638,14,No,0
46,male,Associate,RENT,MEDICAL,59793,24,2800,10.59,0.05,684,14,No,0
36,male,High School,RENT,DEBTCONSOLIDATION,70546,15,5000,6.62,0.07,594,17,Yes,0
48,female,Bachelor,MORTGAGE,EDUCATION,169005,27,18000,9.99,0.11,652,12,No,0
37,female,High School,RENT,PERSONAL,36820,15,10000,9.25,0.27,633,13,No,1
36,male,Bachelor,MORTGAGE,VENTURE,119064,13,20000,16.35,0.17,665,12,No,0
46,female,Associate,MORTGAGE,MEDICAL,106941,25,30000,18.39,0.28,744,16,No,1
40,female,Associate,RENT,DEBTCONSOLIDATION,78111,15,3000,7.74,0.04,682,17,Yes,0
36,male,Associate,OWN,VENTURE,29742,15,4000,14.72,0.13,654,12,No,0
38,female,Doctorate,RENT,MEDICAL,79154,16,7000,7.88,0.09,692,17,No,0
49,female,High School,RENT,MEDICAL,18921,26,2400,9.91,0.13,626,13,No,1
49,female,Bachelor,MORTGAGE,MEDICAL,78671,31,10000,16.49,0.13,562,12,No,1
36,female,High School,RENT,VENTURE,38269,11,2500,8.9,0.07,606,15,Yes,0
36,male,High School,MORTGAGE,VENTURE,72962,15,8000,13.92,0.11,675,14,Yes,0
41,female,Associate,RENT,DEBTCONSOLIDATION,55832,19,4600,10.99,0.08,651,14,Yes,0
38,female,Associate,RENT,PERSONAL,67075,16,14000,11.48,0.21,628,14,Yes,0
38,female,High School,RENT,DEBTCONSOLIDATION,25808,20,3500,12.61,0.14,627,12,No,0
39,male,Associate,RENT,HOMEIMPROVEMENT,77802,17,4800,12.73,0.06,702,11,No,0
39,male,Associate,MORTGAGE,DEBTCONSOLIDATION,88452,15,10000,7.51,0.11,641,13,Yes,0
38,male,Associate,OWN,VENTURE,21480,16,1000,16.29,0.05,587,13,No,0
36,male,High School,OTHER,PERSONAL,216811,15,20000,11.48,0.09,561,15,No,1
42,male,Associate,RENT,PERSONAL,85056,21,12000,11.01,0.14,703,17,No,0
36,female,High School,MORTGAGE,PERSONAL,72381,14,21000,15.62,0.29,652,14,Yes,0
47,male,High School,MORTGAGE,VENTURE,121130,24,2500,9.99,0.02,585,16,Yes,0
40,female,High School,MORTGAGE,PERSONAL,181064,17,12000,10.37,0.07,661,15,Yes,0
40,male,Associate,RENT,PERSONAL,65846,21,12000,10.62,0.18,697,17,Yes,0
40,female,Associate,RENT,PERSONAL,30291,19,2700,14.27,0.09,649,11,Yes,0
37,female,Associate,RENT,DEBTCONSOLIDATION,55036,18,8000,9.63,0.15,670,14,Yes,0
41,male,High School,RENT,PERSONAL,136826,18,12000,16.0,0.09,645,15,No,1
40,male,Bachelor,OWN,PERSONAL,80226,16,6125,14.65,0.08,670,13,Yes,0
40,female,Bachelor,MORTGAGE,PERSONAL,61037,19,12000,11.01,0.2,670,17,Yes,0
38,female,Doctorate,MORTGAGE,EDUCATION,110315,16,9000,12.68,0.08,686,11,Yes,0
37,female,Doctorate,MORTGAGE,EDUCATION,73077,18,12000,12.73,0.16,645,17,Yes,0
40,male,High School,MORTGAGE,PERSONAL,120892,18,8000,9.99,0.07,632,17,No,0
38,male,Bachelor,OWN,VENTURE,114955,19,14000,17.74,0.12,686,17,No,0
44,male,High School,MORTGAGE,HOMEIMPROVEMENT,58555,23,17500,12.18,0.3,638,11,Yes,0
40,female,Associate,RENT,EDUCATION,159429,17,11200,12.68,0.07,535,11,Yes,0
40,female,High School,RENT,EDUCATION,104057,21,20000,14.54,0.19,586,13,No,1
39,female,High School,RENT,DEBTCONSOLIDATION,29344,15,8500,7.49,0.29,547,12,No,1
43,male,Associate,RENT,PERSONAL,65475,22,9000,15.65,0.14,721,14,No,1
37,female,High School,MORTGAGE,PERSONAL,144734,12,20000,14.84,0.14,656,11,Yes,0
43,female,Associate,MORTGAGE,EDUCATION,166589,20,9900,6.99,0.06,624,14,Yes,0
42,female,High School,RENT,MEDICAL,90878,18,17000,7.9,0.19,686,13,Yes,0
37,male,High School,MORTGAGE,DEBTCONSOLIDATION,97107,18,13000,6.62,0.13,673,16,No,0
41,male,High School,MORTGAGE,EDUCATION,111331,21,12000,7.66,0.11,705,13,No,0
36,male,High School,MORTGAGE,EDUCATION,164453,16,4800,14.72,0.03,595,12,Yes,0
41,female,High School,RENT,EDUCATION,84873,18,10000,7.88,0.12,641,17,Yes,0
36,female,Bachelor,RENT,EDUCATION,516694,15,25000,13.8,0.05,513,11,Yes,0
44,male,High School,RENT,MEDICAL,58843,20,5000,13.43,0.08,607,17,Yes,0
44,male,High School,MORTGAGE,EDUCATION,114811,23,10000,10.95,0.09,668,11,No,0
40,male,Bachelor,RENT,HOMEIMPROVEMENT,79054,16,5000,9.63,0.06,673,17,No,0
41,male,High School,MORTGAGE,VENTURE,45430,17,6000,12.99,0.13,663,11,No,0
39,male,Associate,RENT,EDUCATION,63788,17,5000,11.01,0.08,686,12,No,0
37,male,Master,RENT,HOMEIMPROVEMENT,79248,16,12000,13.98,0.15,667,12,No,0
38,male,High School,MORTGAGE,VENTURE,168975,17,25000,9.99,0.15,578,13,No,0
43,male,Associate,MORTGAGE,PERSONAL,52223,17,15000,8.88,0.29,678,15,Yes,0
43,female,Associate,MORTGAGE,PERSONAL,421034,17,18000,11.49,0.04,697,14,Yes,0
40,male,Bachelor,MORTGAGE,MEDICAL,56244,19,10000,7.9,0.18,705,16,No,0
39,female,Bachelor,MORTGAGE,PERSONAL,54891,20,12000,14.72,0.22,725,13,No,0
36,male,Associate,MORTGAGE,DEBTCONSOLIDATION,78783,14,7000,11.49,0.09,664,15,No,0
36,male,Bachelor,MORTGAGE,VENTURE,166521,13,10000,13.98,0.06,597,15,Yes,0
40,female,High School,MORTGAGE,DEBTCONSOLIDATION,105077,19,10000,10.25,0.1,629,14,Yes,0
47,female,Associate,MORTGAGE,MEDICAL,57415,25,7500,6.62,0.13,655,13,No,0
44,female,High School,MORTGAGE,HOMEIMPROVEMENT,47126,20,6825,8.9,0.14,626,11,Yes,0
37,male,High School,OWN,HOMEIMPROVEMENT,48834,15,15000,11.48,0.31,614,17,Yes,0
41,male,Associate,RENT,VENTURE,53032,17,15000,12.73,0.28,690,15,No,1
37,female,Associate,RENT,MEDICAL,82957,15,3600,15.23,0.04,638,11,No,0
39,male,Associate,RENT,EDUCATION,22955,19,1200,14.74,0.05,721,17,No,1
36,male,Master,RENT,MEDICAL,112547,10,12000,13.48,0.11,648,13,Yes,0
40,male,Associate,RENT,HOMEIMPROVEMENT,64314,19,6600,14.54,0.1,698,17,No,1
36,male,Associate,MORTGAGE,VENTURE,163068,14,2500,14.91,0.02,701,17,Yes,0
38,female,Associate,MORTGAGE,HOMEIMPROVEMENT,44257,15,6000,13.99,0.14,699,12,No,0
36,male,High School,OWN,VENTURE,193168,15,24000,14.96,0.12,635,15,Yes,0
39,male,High School,MORTGAGE,EDUCATION,88399,14,5000,11.86,0.06,695,16,No,1
36,male,Associate,MORTGAGE,VENTURE,74155,9,10000,10.25,0.13,687,14,Yes,0
42,male,Associate,RENT,MEDICAL,55221,19,18200,10.83,0.33,597,16,No,1
39,female,Bachelor,MORTGAGE,PERSONAL,391019,15,18000,14.96,0.05,692,17,No,0
42,male,Bachelor,RENT,VENTURE,16895,17,2500,11.01,0.15,696,15,No,1
38,male,Bachelor,RENT,DEBTCONSOLIDATION,43093,11,5600,11.11,0.13,655,17,Yes,0
38,male,High School,MORTGAGE,MEDICAL,72430,16,18125,14.84,0.25,585,13,No,1
37,female,Doctorate,RENT,MEDICAL,26748,15,3000,12.18,0.11,747,14,No,0
38,female,High School,MORTGAGE,MEDICAL,82384,12,5000,11.01,0.06,528,13,Yes,0
39,male,Associate,OWN,VENTURE,49280,14,1000,10.37,0.02,521,16,Yes,0
39,female,Bachelor,MORTGAGE,MEDICAL,97037,17,5600,13.43,0.06,609,17,No,0
37,male,Associate,MORTGAGE,VENTURE,56997,14,8000,15.21,0.14,666,15,No,0
48,male,High School,MORTGAGE,HOMEIMPROVEMENT,145015,26,3600,11.01,0.02,667,16,Yes,0
46,male,Master,MORTGAGE,MEDICAL,217194,24,18000,9.91,0.08,585,12,Yes,0
43,male,Associate,RENT,VENTURE,62482,23,1500,11.86,0.02,692,12,Yes,0
42,female,Bachelor,MORTGAGE,MEDICAL,78378,19,30000,19.03,0.38,687,14,No,1
41,male,Associate,MORTGAGE,DEBTCONSOLIDATION,29714,19,1500,11.01,0.05,686,14,No,0
37,female,Bachelor,RENT,MEDICAL,39628,11,10000,13.79,0.25,702,14,No,1
39,male,High School,MORTGAGE,MEDICAL,180785,19,30000,8.9,0.17,678,11,No,0
37,male,Doctorate,RENT,MEDICAL,27096,16,3800,11.01,0.14,550,11,No,1
41,male,Master,MORTGAGE,PERSONAL,108893,17,3000,7.14,0.03,589,17,Yes,0
45,male,Master,RENT,EDUCATION,73300,27,25000,9.99,0.34,711,14,No,1
40,male,Associate,MORTGAGE,PERSONAL,52544,17,2500,12.84,0.05,722,14,Yes,0
42,female,High School,RENT,MEDICAL,61641,19,4200,7.49,0.07,632,14,No,0
38,male,Associate,RENT,MEDICAL,36945,17,3000,13.85,0.08,695,14,No,1
48,male,Master,RENT,HOMEIMPROVEMENT,80158,24,6000,11.89,0.07,608,16,Yes,0
38,female,High School,MORTGAGE,PERSONAL,48756,18,10000,5.99,0.21,616,17,Yes,0
46,male,High School,RENT,HOMEIMPROVEMENT,73021,20,15000,16.32,0.21,629,16,Yes,0
46,female,Doctorate,MORTGAGE,MEDICAL,68149,23,6000,11.01,0.09,759,13,Yes,0
43,female,High School,RENT,EDUCATION,14936,21,1950,11.01,0.13,636,11,No,1
36,male,High School,MORTGAGE,DEBTCONSOLIDATION,65529,17,18200,18.25,0.28,602,12,No,1
41,male,High School,OWN,EDUCATION,29557,18,4500,12.99,0.15,607,12,No,0
42,female,Associate,RENT,MEDICAL,47263,17,13000,11.01,0.28,674,17,No,1
45,male,Associate,MORTGAGE,PERSONAL,78193,26,6000,7.29,0.08,555,12,Yes,0
43,male,Associate,MORTGAGE,PERSONAL,135511,24,25000,14.96,0.18,562,16,Yes,0
38,female,High School,OWN,EDUCATION,15187,15,4800,7.29,0.32,540,12,No,1
36,male,Associate,RENT,MEDICAL,59578,17,12000,13.99,0.2,608,13,Yes,0
36,female,Master,RENT,DEBTCONSOLIDATION,53727,12,8000,17.49,0.15,677,15,No,1
38,female,Doctorate,OWN,MEDICAL,120904,16,25000,14.96,0.21,610,11,No,0
40,male,Associate,MORTGAGE,HOMEIMPROVEMENT,40851,18,1000,11.01,0.02,630,15,No,0
37,male,Associate,MORTGAGE,DEBTCONSOLIDATION,109034,16,4000,6.62,0.04,690,15,Yes,0
42,female,Associate,OTHER,HOMEIMPROVEMENT,721408,18,25000,14.74,0.03,656,16,No,0
38,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,241127,17,3000,7.68,0.01,684,12,Yes,0
38,male,Associate,MORTGAGE,MEDICAL,132929,17,16000,11.99,0.12,535,13,Yes,0
36,female,Associate,MORTGAGE,DEBTCONSOLIDATION,111163,15,4000,7.29,0.04,681,13,No,0
42,female,Associate,MORTGAGE,DEBTCONSOLIDATION,121647,16,25000,16.15,0.21,693,14,No,1
40,female,Associate,RENT,EDUCATION,63352,17,15000,18.62,0.24,617,16,No,1
144,female,Associate,MORTGAGE,PERSONAL,7200766,124,5000,12.73,0.0,850,25,No,0
58,male,Master,RENT,DEBTCONSOLIDATION,1080918,40,19600,13.98,0.02,688,28,Yes,0
65,female,Associate,RENT,EDUCATION,92502,43,35000,10.99,0.38,735,27,No,1
51,female,Doctorate,MORTGAGE,PERSONAL,802050,26,10000,13.98,0.01,760,22,No,0
53,male,High School,RENT,PERSONAL,103338,30,35000,15.65,0.34,649,19,No,1
58,male,Bachelor,RENT,PERSONAL,130995,33,35000,14.91,0.27,740,19,No,1
51,male,Bachelor,MORTGAGE,PERSONAL,600734,33,20000,10.37,0.03,683,19,No,0
53,male,Associate,RENT,VENTURE,366923,31,5000,8.88,0.01,699,29,Yes,0
66,male,High School,MORTGAGE,PERSONAL,360994,44,28000,6.62,0.08,731,23,No,0
61,male,High School,RENT,PERSONAL,193233,43,30000,11.01,0.16,734,27,No,0
54,male,High School,RENT,HOMEIMPROVEMENT,65135,34,29850,11.01,0.46,637,28,No,1
51,male,Associate,MORTGAGE,PERSONAL,312914,29,14000,7.66,0.04,601,26,Yes,0
66,female,High School,RENT,MEDICAL,73126,42,27050,11.01,0.37,719,28,No,1
57,male,Associate,MORTGAGE,DEBTCONSOLIDATION,18747,34,3000,12.68,0.16,676,23,No,1
59,male,High School,RENT,PERSONAL,210967,37,12000,10.59,0.06,656,27,Yes,0
51,male,Associate,RENT,PERSONAL,184501,27,25000,15.58,0.14,707,23,No,1
62,male,High School,RENT,MEDICAL,83162,44,24250,12.73,0.29,692,28,No,1
51,male,Associate,OWN,PERSONAL,20994,30,1000,11.11,0.05,638,22,Yes,0
53,female,High School,RENT,PERSONAL,84871,32,24000,16.77,0.28,568,20,No,1
54,female,Master,RENT,VENTURE,93355,30,24000,13.49,0.26,702,21,No,1
66,female,High School,RENT,DEBTCONSOLIDATION,52410,45,22250,14.59,0.42,672,23,No,1
60,male,Associate,RENT,PERSONAL,55982,36,20000,10.0,0.36,647,20,No,1
54,male,Doctorate,RENT,DEBTCONSOLIDATION,61146,31,20000,7.9,0.33,714,20,No,1
55,male,Associate,RENT,HOMEIMPROVEMENT,61231,33,20000,7.51,0.33,660,30,No,1
52,male,Associate,RENT,HOMEIMPROVEMENT,66832,31,20000,7.49,0.3,704,25,No,1
61,female,Master,RENT,MEDICAL,62093,40,20000,14.09,0.32,727,21,No,1
52,female,High School,RENT,DEBTCONSOLIDATION,71397,32,20000,15.58,0.28,708,22,No,1
55,female,Bachelor,RENT,MEDICAL,90925,31,20000,11.83,0.22,659,23,Yes,0
62,female,High School,RENT,EDUCATION,92429,36,20000,16.77,0.22,690,29,No,1
64,female,High School,RENT,HOMEIMPROVEMENT,126989,41,20000,18.64,0.16,631,30,Yes,0
52,female,Master,MORTGAGE,PERSONAL,27942,29,6000,13.49,0.21,715,21,Yes,0
51,male,Associate,RENT,PERSONAL,22863,30,1000,14.65,0.04,707,20,No,1
52,female,High School,RENT,MEDICAL,60964,29,18000,14.59,0.3,623,25,No,1
51,female,Associate,RENT,VENTURE,97221,32,18000,18.78,0.19,648,19,No,0
52,female,High School,RENT,VENTURE,102010,30,18000,8.49,0.18,702,24,No,0
51,female,High School,RENT,DEBTCONSOLIDATION,54939,25,16000,7.9,0.29,560,19,No,1
54,female,High School,RENT,DEBTCONSOLIDATION,41397,32,1000,10.65,0.02,702,29,No,1
70,male,Bachelor,RENT,DEBTCONSOLIDATION,36838,47,1000,17.49,0.03,643,21,No,1
55,female,Associate,RENT,DEBTCONSOLIDATION,65580,27,1000,13.99,0.02,672,27,No,1
52,male,High School,RENT,MEDICAL,103180,29,1000,8.9,0.01,642,28,Yes,0
52,male,Bachelor,RENT,PERSONAL,19532,30,1200,11.01,0.06,711,20,No,1
58,male,Bachelor,RENT,EDUCATION,41332,37,1500,14.79,0.04,679,28,Yes,0
52,male,Bachelor,RENT,PERSONAL,66019,34,1500,8.49,0.02,735,24,No,1
51,male,High School,RENT,MEDICAL,70619,28,1500,19.03,0.02,645,22,No,1
58,male,High School,RENT,EDUCATION,53297,38,1800,14.96,0.03,715,21,No,0
54,male,Associate,MORTGAGE,PERSONAL,36090,34,2500,11.71,0.07,743,24,No,0
60,male,Master,RENT,DEBTCONSOLIDATION,118615,39,15000,16.29,0.13,631,25,No,1
53,male,Bachelor,RENT,PERSONAL,166538,34,15000,12.69,0.09,715,21,No,1
58,male,Bachelor,RENT,PERSONAL,62551,33,13500,11.58,0.22,750,21,No,0
51,male,Associate,RENT,PERSONAL,46566,27,13000,12.42,0.28,668,18,No,1
55,male,Associate,RENT,HOMEIMPROVEMENT,47753,35,13000,11.48,0.27,715,27,No,1
53,male,High School,RENT,DEBTCONSOLIDATION,32910,30,2500,11.01,0.08,639,28,Yes,0
57,male,Associate,RENT,PERSONAL,32365,37,2500,13.48,0.08,632,18,No,0
60,female,Associate,RENT,HOMEIMPROVEMENT,35675,35,2500,15.33,0.07,650,27,No,1
58,male,Associate,RENT,VENTURE,48809,29,2500,10.37,0.05,638,27,Yes,0
57,male,Associate,RENT,MEDICAL,20300,37,3000,10.38,0.15,712,20,No,1
51,female,Bachelor,RENT,MEDICAL,45772,27,3000,10.62,0.07,722,30,No,1
57,male,Bachelor,RENT,VENTURE,55491,34,3000,9.91,0.05,719,20,Yes,0
78,male,Associate,RENT,MEDICAL,58463,57,3000,7.51,0.05,754,25,No,0
51,male,Associate,RENT,DEBTCONSOLIDATION,60925,28,12000,10.37,0.2,658,25,No,0
53,male,Doctorate,MORTGAGE,MEDICAL,41702,29,10000,10.39,0.24,755,30,No,1
65,male,High School,RENT,EDUCATION,70759,41,3000,11.01,0.04,667,27,Yes,0
58,female,Associate,RENT,HOMEIMPROVEMENT,34009,33,3500,16.0,0.1,672,21,No,1
70,male,Associate,RENT,MEDICAL,49419,46,3600,15.23,0.07,712,19,No,0
